ref_id	class	decided_by	rationale	raster_readable
img-04831	C	rule-railroad-bnf	railroad diagram for a ::= grammar production, image-only grammar	yes
img-04832	B	rule-cover	cover-page logo, carries no recoverable text	yes
img-04833	B	rule-cover	cover-page logo, carries no recoverable text	yes
img-04834	B	rule-table-cell	symbol/icon in a table cell, explained by the adjacent cell	yes
img-04835	B	rule-table-cell	symbol/icon in a table cell, explained by the adjacent cell	yes
img-04836	B	rule-table-cell	symbol/icon in a table cell, explained by the adjacent cell	yes
img-04837	B	rule-table-cell	symbol/icon in a table cell, explained by the adjacent cell	yes
img-04838	B	rule-table-cell	symbol/icon in a table cell, explained by the adjacent cell	yes
img-04839	B	rule-table-cell	symbol/icon in a table cell, explained by the adjacent cell	yes
img-04840	B	rule-table-cell	symbol/icon in a table cell, explained by the adjacent cell	yes
img-04841	B	rule-table-cell	symbol/icon in a table cell, explained by the adjacent cell	yes
img-04842	B	rule-table-cell	symbol/icon in a table cell, explained by the adjacent cell	yes
img-04843	B	rule-residual-conceptual	conceptual/architecture diagram, screenshot or illustration redundant with prose	yes
img-04844	C	rule-railroad-synhead	railroad diagram directly under a Syntax heading, image-only grammar	yes
img-04845	C	rule-railroad-synhead	railroad diagram directly under a Syntax heading, image-only grammar	yes
img-04846	C	rule-railroad-bnf	railroad diagram for a ::= grammar production, image-only grammar	yes
img-04847	C	rule-railroad-bnf	railroad diagram for a ::= grammar production, image-only grammar	yes
img-04848	C	rule-railroad-bnf	railroad diagram for a ::= grammar production, image-only grammar	yes
img-04849	C	rule-railroad-bnf	railroad diagram for a ::= grammar production, image-only grammar	yes
img-04850	C	rule-railroad-bnf	railroad diagram for a ::= grammar production, image-only grammar	yes
img-04851	C	rule-railroad-bnf	railroad diagram for a ::= grammar production, image-only grammar	yes
img-04852	C	rule-railroad-bnf	railroad diagram for a ::= grammar production, image-only grammar	yes
img-04853	C	rule-railroad-synhead	railroad diagram directly under a Syntax heading, image-only grammar	yes
img-04854	C	rule-railroad-bnf	railroad diagram for a ::= grammar production, image-only grammar	yes
img-04855	C	rule-railroad-bnf	railroad diagram for a ::= grammar production, image-only grammar	yes
img-04856	C	rule-railroad-bnf	railroad diagram for a ::= grammar production, image-only grammar	yes
img-04857	C	rule-railroad-bnf	railroad diagram for a ::= grammar production, image-only grammar	yes
img-04858	C	rule-railroad-bnf	railroad diagram for a ::= grammar production, image-only grammar	yes
img-04859	C	rule-railroad-bnf	railroad diagram for a ::= grammar production, image-only grammar	yes
img-04860	C	rule-railroad-synhead	railroad diagram directly under a Syntax heading, image-only grammar	yes
img-04861	C	rule-railroad-bnf	railroad diagram for a ::= grammar production, image-only grammar	yes
img-04862	C	rule-railroad-bnf	railroad diagram for a ::= grammar production, image-only grammar	yes
img-04863	C	rule-railroad-bnf	railroad diagram for a ::= grammar production, image-only grammar	yes
img-04864	B	rule-cover	cover-page logo, carries no recoverable text	yes
img-04865	B	rule-table-cell	symbol/icon in a table cell, explained by the adjacent cell	yes
img-04866	B	rule-table-cell	symbol/icon in a table cell, explained by the adjacent cell	yes
img-04867	B	rule-table-cell	symbol/icon in a table cell, explained by the adjacent cell	yes
img-04868	B	rule-table-cell	symbol/icon in a table cell, explained by the adjacent cell	yes
img-04869	B	rule-table-cell	symbol/icon in a table cell, explained by the adjacent cell	yes
img-04870	B	rule-table-cell	symbol/icon in a table cell, explained by the adjacent cell	yes
img-04871	B	rule-table-cell	symbol/icon in a table cell, explained by the adjacent cell	yes
img-04872	B	rule-table-cell	symbol/icon in a table cell, explained by the adjacent cell	yes
img-04873	B	rule-table-cell	symbol/icon in a table cell, explained by the adjacent cell	yes
img-04874	A	rule-syntax-textblock	syntax diagram redundant with the adjacent text Syntax block	yes
img-04875	A	rule-syntax-textblock	syntax diagram redundant with the adjacent text Syntax block	yes
img-04876	A	rule-syntax-textblock	syntax diagram redundant with the adjacent text Syntax block	yes
img-04877	A	rule-syntax-textblock	syntax diagram redundant with the adjacent text Syntax block	yes
img-04878	A	rule-syntax-textblock	syntax diagram redundant with the adjacent text Syntax block	yes
img-04879	A	rule-syntax-textblock	syntax diagram redundant with the adjacent text Syntax block	yes
img-04880	A	rule-syntax-textblock	syntax diagram redundant with the adjacent text Syntax block	yes
img-04881	A	rule-syntax-textblock	syntax diagram redundant with the adjacent text Syntax block	yes
img-04882	A	rule-syntax-textblock	syntax diagram redundant with the adjacent text Syntax block	yes
img-04883	A	rule-syntax-textblock	syntax diagram redundant with the adjacent text Syntax block	yes
img-04884	A	rule-syntax-textblock	syntax diagram redundant with the adjacent text Syntax block	yes
img-04885	A	rule-syntax-textblock	syntax diagram redundant with the adjacent text Syntax block	yes
img-04886	A	rule-syntax-textblock	syntax diagram redundant with the adjacent text Syntax block	yes
img-04887	A	rule-syntax-textblock	syntax diagram redundant with the adjacent text Syntax block	yes
img-04888	A	rule-syntax-textblock	syntax diagram redundant with the adjacent text Syntax block	yes
img-04889	A	rule-syntax-textblock	syntax diagram redundant with the adjacent text Syntax block	yes
img-04890	A	rule-syntax-textblock	syntax diagram redundant with the adjacent text Syntax block	yes
img-04891	A	rule-syntax-textblock	syntax diagram redundant with the adjacent text Syntax block	yes
img-04892	A	rule-syntax-textblock	syntax diagram redundant with the adjacent text Syntax block	yes
img-04893	A	rule-syntax-textblock	syntax diagram redundant with the adjacent text Syntax block	yes
img-04894	A	rule-syntax-textblock	syntax diagram redundant with the adjacent text Syntax block	yes
img-04895	B	rule-cover	cover-page logo, carries no recoverable text	yes
img-04896	B	rule-table-cell	symbol/icon in a table cell, explained by the adjacent cell	yes
img-04897	B	rule-table-cell	symbol/icon in a table cell, explained by the adjacent cell	yes
img-04898	B	rule-table-cell	symbol/icon in a table cell, explained by the adjacent cell	yes
img-04899	B	rule-table-cell	symbol/icon in a table cell, explained by the adjacent cell	yes
img-04900	B	rule-table-cell	symbol/icon in a table cell, explained by the adjacent cell	yes
img-04901	B	rule-table-cell	symbol/icon in a table cell, explained by the adjacent cell	yes
img-04902	B	rule-table-cell	symbol/icon in a table cell, explained by the adjacent cell	yes
img-04903	B	rule-table-cell	symbol/icon in a table cell, explained by the adjacent cell	yes
img-04904	B	rule-table-cell	symbol/icon in a table cell, explained by the adjacent cell	yes
img-04905	B	rule-residual-conceptual	conceptual/architecture diagram, screenshot or illustration redundant with prose	yes
img-04906	B	rule-cover	cover-page logo, carries no recoverable text	yes
img-04907	B	rule-table-cell	symbol/icon in a table cell, explained by the adjacent cell	yes
img-04908	B	rule-table-cell	symbol/icon in a table cell, explained by the adjacent cell	yes
img-04909	B	rule-table-cell	symbol/icon in a table cell, explained by the adjacent cell	yes
img-04910	B	rule-table-cell	symbol/icon in a table cell, explained by the adjacent cell	yes
img-04911	B	rule-table-cell	symbol/icon in a table cell, explained by the adjacent cell	yes
img-04912	B	rule-table-cell	symbol/icon in a table cell, explained by the adjacent cell	yes
img-04913	B	rule-table-cell	symbol/icon in a table cell, explained by the adjacent cell	yes
img-04914	B	rule-table-cell	symbol/icon in a table cell, explained by the adjacent cell	yes
img-04915	B	rule-table-cell	symbol/icon in a table cell, explained by the adjacent cell	yes
img-04916	B	rule-residual-conceptual	conceptual/architecture diagram, screenshot or illustration redundant with prose	yes
img-04917	B	rule-residual-conceptual	conceptual/architecture diagram, screenshot or illustration redundant with prose	yes
img-04918	B	rule-residual-conceptual	conceptual/architecture diagram, screenshot or illustration redundant with prose	yes
img-04919	B	rule-cover	cover-page logo, carries no recoverable text	yes
img-04920	B	rule-cover	cover-page logo, carries no recoverable text	yes
img-04921	B	rule-residual-conceptual	conceptual/architecture diagram, screenshot or illustration redundant with prose	yes
img-04922	B	rule-residual-conceptual	conceptual/architecture diagram, screenshot or illustration redundant with prose	yes
img-04923	B	rule-residual-conceptual	conceptual/architecture diagram, screenshot or illustration redundant with prose	yes
img-04924	B	rule-residual-conceptual	conceptual/architecture diagram, screenshot or illustration redundant with prose	yes
img-04925	B	rule-residual-conceptual	conceptual/architecture diagram, screenshot or illustration redundant with prose	yes
img-04926	B	rule-residual-conceptual	conceptual/architecture diagram, screenshot or illustration redundant with prose	yes
img-04927	B	rule-residual-conceptual	conceptual/architecture diagram, screenshot or illustration redundant with prose	yes
img-04928	B	rule-residual-conceptual	conceptual/architecture diagram, screenshot or illustration redundant with prose	yes
img-04929	B	rule-residual-conceptual	conceptual/architecture diagram, screenshot or illustration redundant with prose	yes
img-04930	B	rule-residual-conceptual	conceptual/architecture diagram, screenshot or illustration redundant with prose	yes
img-04931	B	rule-residual-conceptual	conceptual/architecture diagram, screenshot or illustration redundant with prose	yes
img-04932	B	rule-residual-conceptual	conceptual/architecture diagram, screenshot or illustration redundant with prose	yes
img-04933	B	rule-residual-conceptual	conceptual/architecture diagram, screenshot or illustration redundant with prose	yes
img-04934	B	rule-residual-conceptual	conceptual/architecture diagram, screenshot or illustration redundant with prose	yes
img-04935	B	rule-residual-conceptual	conceptual/architecture diagram, screenshot or illustration redundant with prose	yes
img-04936	B	rule-residual-conceptual	conceptual/architecture diagram, screenshot or illustration redundant with prose	yes
img-04937	B	rule-residual-conceptual	conceptual/architecture diagram, screenshot or illustration redundant with prose	yes
img-04938	B	rule-residual-conceptual	conceptual/architecture diagram, screenshot or illustration redundant with prose	yes
img-04939	B	rule-residual-conceptual	conceptual/architecture diagram, screenshot or illustration redundant with prose	yes
img-04940	B	rule-residual-conceptual	conceptual/architecture diagram, screenshot or illustration redundant with prose	yes
img-04941	B	rule-residual-conceptual	conceptual/architecture diagram, screenshot or illustration redundant with prose	yes
img-04942	B	rule-residual-conceptual	conceptual/architecture diagram, screenshot or illustration redundant with prose	yes
img-04943	B	rule-residual-conceptual	conceptual/architecture diagram, screenshot or illustration redundant with prose	yes
